法人・施設名,住所,アクセス,仕事内容,サービス形態,給与,給与の備考,待遇,勤務時間,休日,長期休暇/特別休暇,url
学校法人聖晋学園みくにひじり保育園,大阪府大阪市淀川区西三国３丁目１７番３２号,"大阪府大阪市淀川区西三国３丁目１７番３２号
阪急宝塚本線 三国駅から徒歩で6分
大阪メトロ御堂筋線 東三国駅から徒歩で17分
大阪メトロ御堂筋線 新大阪駅から徒歩で25分",０～２才時の保育補助・おやつ・排泄・沐浴時の手伝い・掃除・連絡帳記入,,"月給 180,960円",,"通勤手当： 日額 1,000円まで マイカー通勤可否：不可 昇給： 賞与：なし ",(1)9時00分〜17時00分 (2)8時30分〜16時30分 勤務時間応相談休憩４５分 休憩45分 時間外勤務：なし ,年間休日数 115日,,"
https://job-medley.com/cw/hw/5840488/"
社会福祉法人西合志中央保育園,熊本県合志市御代志１６１９−３,"熊本県合志市御代志１６１９−３
熊本電鉄本線 御代志駅から徒歩で7分
熊本電鉄本線 再春医療センター前駅から徒歩で13分
熊本電鉄本線 熊本高専前駅から徒歩で17分","［児童の保育業務］
＊０〜５歳児・乳幼児の保育業務を行っていただきます。
◎応募にはハローワークの紹介状が必要です。",,"月給 180,904円 〜 215,189円",,"通勤手当：月額 10,000円 10000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",(1)8時00分〜17時00分 (2)8時30分〜17時30分 (3)9時00分〜18時00分 （４）０７：００〜１６：００　（１）〜（４）シフト制勤務 休憩60分 時間外勤務：あり ,年間休日数 102日,,"
https://job-medley.com/cw/hw/5899353/"
特定非営利活動法人ひだまりの丘,愛知県名古屋市中村区並木１丁目１１３番地セジューネトーシ２Ａ号室,"愛知県名古屋市中村区並木１丁目１１３番地セジューネトーシ２Ａ号室
名古屋市営地下鉄東山線 岩塚駅から徒歩で7分
近鉄名古屋線 近鉄八田駅から徒歩で7分
名古屋市営地下鉄東山線 八田駅から徒歩で7分",０歳から２歳児までは各学年１クラス、３歳児から５歳児はたて割り保育（異年齢保育）です。「遊び」「食事」「睡眠」を軸にした暮らしと子どもたちの一人ひとりの気持ちを大切に、安心安全な保育を行います。職員それぞれの個性や特性を生かして保育していただきます。また、保育環境について日々意見を出し合いながら、子どもたちにとってより良いものになるよう考えていきたいと思います。“子どもにとって”を第一に考えた保育を一緒にしませんか。「保育」,,"月給 180,840円 〜 411,070円",,"通勤手当： 毎月 15,000円まで マイカー通勤可否：可 昇給： 賞与：なし ",休憩60分 時間外勤務：なし ,年間休日数 120日,,"
https://job-medley.com/cw/hw/5859073/"
社会福祉法人おおぞら,長崎県長崎市宿町１５０番地１,"長崎県長崎市宿町１５０番地１
JR長崎本線(鳥栖～長崎) 現川駅から車で10分","＊乳幼児の保育及び記録作成
＊０〜５歳児
＊定員１５０名（現在１５０名）
◎ハローワークの紹介状が必要です",,"月給 180,828円 〜 206,360円",,"通勤手当：月額 55,000円 55000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",(1)7時00分〜16時00分 (2)8時00分〜17時00分 (3)9時00分〜18時00分 ＊シフト制 休憩60分 時間外勤務：あり ,年間休日数 108日,,"
https://job-medley.com/cw/hw/5824363/"
社会福祉法人あいりす網川原保育園,新潟県新潟市中央区網川原２−１−１９,"新潟県新潟市中央区網川原２−１−１９
JR越後線 関屋駅から徒歩で29分","定員
１５０名
乳幼児の保育",,"月給 180,800円 〜 192,800円",,"通勤手当：月額 20,000円 20000 マイカー通勤可否：可 駐車場 なし 昇給：あり 賞与：あり ",(1)8時30分〜17時15分 (2)7時30分〜16時00分 ３ヶ月変形労働時間制・週４０時間 休憩45分 時間外勤務：あり ,年間休日数 95日,,"
https://job-medley.com/cw/hw/5868113/"
社会福祉法人愛成会,青森県弘前市豊原１－１－３,"青森県弘前市豊原１－１－３
弘南鉄道大鰐線 弘前学院大前駅から徒歩で9分
弘南鉄道大鰐線 聖愛中高前駅から徒歩で16分
弘南鉄道大鰐線 弘高下駅から徒歩で18分","※入職時期：随時※就職祝い金５０，０００円あり（試用期間満了後・ハローワーク経由のみ）〇入所児童（０～１８歳）の日常生活に係る生活援助
・児童の食事、入浴等の生活の世話
・記録、行事企画等
・学校送迎業務（公用車運転業務あり）
・関係各機関との連絡調整〇入所定員４２名（本体３０名、地域小規模児童養護施設１２名）〇夜勤月３～６回程度（夜勤手当１５，０００～３０，０００円）",,"月給 180,800円 〜 239,400円",,"通勤手当： 毎月 28,000円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)6時30分〜15時00分 (2)9時00分〜17時30分 (3)13時30分〜22時00分 ・６：３０～２２：００の間の実働５．５～９．５時間勤務。・夜勤１５：３０～翌１０：００の勤務あり。 休憩60分 時間外勤務：あり ,年間休日数 100日,,"
https://job-medley.com/cw/hw/5798988/"
社会福祉法人知覧中央福祉会こども園ほしのこ,鹿児島県南九州市川辺町永田１８６１,"鹿児島県南九州市川辺町永田１８６１
JR指宿枕崎線 松ケ浦駅から車で20分","○「こども園ほしのこ」における乳幼児の保育・食事介助等全般
に従事していただきます。＊０歳児～５歳児の乳幼児が対象です。＊乳幼児８５名の保育業務全般です。＊月２２日勤務で１ヶ月毎のシフト交替制勤務となります。",,"月給 180,800円 〜 267,800円",,"通勤手当： 毎月 12,700円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時00分〜16時00分 (2)8時30分〜17時30分 (3)10時00分〜19時00分 ＊１ヶ月毎のシフト勤務 休憩60分 時間外勤務：なし ,年間休日数 109日,,"
https://job-medley.com/cw/hw/5765840/"
社会福祉法人のぞみ会幼保連携型認定こども園大町のぞみこども園,北海道旭川市大町２条１２丁目６６番地,"北海道旭川市大町２条１２丁目６６番地
JR函館本線(小樽～旭川) 近文駅から車で8分","＊当園にて保育業務を行っていただきます。
・０歳〜５歳児：１０５名規模
・子どもの健康状態に気を付けながら、年齢や発達に合わ
せた遊びや活動、生活等の体験を通した総合的な関わり
の中で、成長の保育業務を行っていただきます。
・お部屋の清掃、環境整備、書類作成など。",,"月給 180,800円 〜 212,000円",,"通勤手当：月額 9,000円 9000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",シフト制による実働７．５ｈ就労 休憩60分 時間外勤務：なし ,年間休日数 105日,,"
https://job-medley.com/cw/hw/5727943/"
社会福祉法人宝和会,岡山県倉敷市羽島２３３－１,"岡山県倉敷市羽島２３３－１
水島本線 倉敷市駅から徒歩で28分","保育業務全般・羽島保育園：０～５歳・ＫＭＣすまいる保育園：０～２歳
・くらしきマチナカ乳児保育園：０～２歳",,"月給 180,700円",,"通勤手当： 毎月 10,900円まで マイカー通勤可否：可 昇給： 賞与：なし ",(1)7時00分〜16時00分 (2)7時30分〜16時30分 (3)8時00分〜17時00分 （４）８：３０～１７：３０（５）９：００～１８：００　＊（１）～（５）の交替制＊就業時間は相談に応じます（短時間）その場合時給１，０５０円 休憩60分 時間外勤務：あり ,年間休日数 109日,,"
https://job-medley.com/cw/hw/5789868/"
社会福祉法人博愛会あいづ博愛こども園,福島県会津若松市本町８−４０,"福島県会津若松市本町８−４０
JR只見線 七日町駅から徒歩で10分
JR只見線 西若松駅から徒歩で19分
会津鉄道会津線 西若松駅から徒歩で19分","○『あいづ博愛こども園』において、教育保育業務を担当していた
だきます。
・乳幼児の保育業務
・保護者対応
・その他、付随する業務
【就業時間について】
＊週４０時間制でのローテーションになります。
※採用日：令和５年９月１日〜",,"月給 180,680円 〜 206,800円",,"通勤手当：月額 28,000円 28000 マイカー通勤可否：可 駐車場 あり 昇給：あり 賞与：あり ",(1)7時00分〜16時00分 (2)8時30分〜17時30分 (3)9時00分〜18時00分 ＊仕事内容の欄参照 休憩60分 時間外勤務：あり ,年間休日数 111日,,"
https://job-medley.com/cw/hw/5872147/"
社会福祉法人瑞穂福祉会,島根県邑智郡邑南町出羽２９３−５,"島根県邑智郡邑南町出羽２９３−５
JR芸備線 上川立駅から車で47分","園児の保育に関する保育業務
・工作、戸外遊び、散歩、お絵かき、行事への参加
等
※各保育園のクラス数は、園児数によって異なります。",,"月給 180,664円 〜 192,312円",,"通勤手当：月額 21,900円 毎月 月額まで マイカー通勤可否：可 昇給：あり 賞与：あり ",(1)7時15分〜16時00分 (2)8時30分〜17時15分 (3)9時30分〜18時15分 休憩45分 時間外勤務：あり ,年間休日数 123日,,"
https://job-medley.com/cw/hw/5709930/"
社会福祉法人クローバー福祉会みつぎちびっこ園,鹿児島県霧島市隼人町見次１０７３「みつぎちびっこ園」,"鹿児島県霧島市隼人町見次１０７３「みつぎちびっこ園」
JR日豊本線(佐伯～鹿児島中央) 隼人駅から徒歩で17分
JR肥薩線(吉松～隼人) 隼人駅から徒歩で17分","＊小規模保育所での保育士業務＊その他付随する業務≪トライアル雇用併用求人（トライアル雇用対象者の選考について
は、面接選考とする。）≫",,"月給 180,608円 〜 244,936円",,"通勤手当： 毎月 18,700円まで マイカー通勤可否：可 昇給： 賞与：あり ",(1)7時00分〜16時00分 (2)8時00分〜17時00分 (3)9時00分〜18時00分 １～３のシフト制 休憩60分 時間外勤務：あり ,年間休日数 113日,,"
https://job-medley.com/cw/hw/5753963/"
社会福祉法人小樽龍徳福祉会龍徳保育園,北海道小樽市真栄１丁目３番８号,"北海道小樽市真栄１丁目３番８号
JR函館本線(小樽～旭川) 南小樽駅から徒歩で12分
JR函館本線(小樽～旭川) 小樽築港駅から徒歩で23分","・０歳児から小学校就学前の児童の保育業務・その他上記に付随する業務＊現在児童４２名（定員６０名）＊土曜は交替で月１回程度の勤務です
（７：３０からの勤務／振替休あり）＊１年毎の契約更新となります",,"月給 180,600円",,通勤手当： マイカー通勤可否：可 昇給： 賞与：あり ,休憩60分 時間外勤務：あり ,年間休日数 118日,,"
https://job-medley.com/cw/hw/5886554/"
